,prism_consumer_id,score,reason_1,reason_2,reason_3,cash_score
13617,13617,0.3761754590838234,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,675
13618,13618,0.16511111249027977,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,731
13619,13619,0.24449833483405164,High income volatility,Frequent internal transfers between accounts,High proportion of income spent on essentials,706
13620,13620,0.31070037845427834,Frequent internal transfers between accounts,Frequent transfers to external accounts,High spending related to debt obligations,690
13621,13621,0.6684726760550282,High transaction volume,High proportion of income spent on essentials,Recent overdraft activity,615
13622,13622,0.25107292176245416,Frequent internal transfers between accounts,High proportion of income spent on essentials,High discretionary entertainment spending,705
13623,13623,0.3201464312324809,Frequent internal transfers between accounts,High income volatility,Low net monthly cash flow,688
13624,13624,0.31692451981999636,Frequent internal transfers between accounts,High income volatility,High proportion of income spent on essentials,688
13625,13625,0.24942923697476493,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,705
13626,13626,0.29262330762954064,Frequent internal transfers between accounts,Frequent transfers to external accounts,Low net monthly cash flow,694
13627,13627,0.13740310939357886,Frequent cash withdrawals,High income volatility,Low net monthly cash flow,742
13628,13628,0.08662298178669628,High income volatility,High spending on essential services,Multiple active debt-related expense categories,768
13629,13629,0.5473777723385364,Multiple active debt-related expense categories,Recent overdraft activity,High income volatility,640
13630,13630,0.12446191195099954,High income volatility,Frequent internal transfers between accounts,High proportion of income spent on essentials,748
13631,13631,0.22887078985655143,Frequent internal transfers between accounts,Frequent transfers to external accounts,Low net monthly cash flow,711
13632,13632,0.13420722053090098,Low net monthly cash flow,Frequent transfers to external accounts,High discretionary entertainment spending,743
13633,13633,0.30048485327572144,Frequent internal transfers between accounts,Low net monthly cash flow,High spending related to debt obligations,692
13634,13634,0.5164993711691079,Frequent overdrafts,Recent overdraft activity,Frequent internal transfers between accounts,647
13635,13635,0.15885085812515523,Frequent internal transfers between accounts,Irregular paycheck deposits,Frequent transfers to external accounts,733
13636,13636,0.19707206318095702,High volatility in essential spending,Frequent internal transfers between accounts,Low net monthly cash flow,720
13637,13637,0.14736741469640877,Limited savings account activity,Frequent cash withdrawals,Frequent internal transfers between accounts,738
13638,13638,0.5376805343856256,Low minimum monthly balance,Recent overdraft activity,Frequent internal transfers between accounts,642
13639,13639,0.19836877649353046,Low minimum monthly balance,Low net monthly cash flow,Frequent internal transfers between accounts,720
13640,13640,0.19230064558433024,Frequent overdrafts,Recent overdraft activity,High food and beverage spending,722
13641,13641,0.3815903252928045,High income volatility,Gambling-related spending,Frequent cash withdrawals,674
13642,13642,0.32240790889321574,Recent overdraft activity,Frequent internal transfers between accounts,High proportion of income spent on essentials,687
13643,13643,0.24120096156495371,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Recent overdraft activity,707
13644,13644,0.20548154710536987,Frequent cash withdrawals,Frequent internal transfers between accounts,Frequent automotive-related expenses,718
13645,13645,0.21069857560538388,High income volatility,Frequent cash withdrawals,High spending on essential services,716
13646,13646,0.6302723462681639,Low minimum monthly balance,Recent overdraft activity,Frequent internal transfers between accounts,623
13647,13647,0.33762831638528484,Frequent internal transfers between accounts,High income volatility,High proportion of spending on gambling,684
13648,13648,0.11255781116175435,Frequent cash withdrawals,High discretionary entertainment spending,High income volatility,753
13649,13649,0.3733224863722326,Recent overdraft activity,Frequent internal transfers between accounts,High proportion of income spent on essentials,676
13650,13650,0.2745705517118864,High income volatility,Recent overdraft activity,Gambling-related spending,699
13651,13651,0.5424635891078556,High spending on essential services,Low minimum monthly balance,Multiple active debt-related expense categories,641
13652,13652,0.36717325433997894,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,677
13653,13653,0.25565017703057286,High volatility in essential spending,Frequent internal transfers between accounts,High proportion of income spent on essentials,703
13654,13654,0.27698817433033485,Frequent internal transfers between accounts,High proportion of income spent on essentials,High discretionary entertainment spending,698
13655,13655,0.8491822769742003,High transaction volume,Low minimum monthly balance,Highly variable monthly net cash flow,564
13656,13656,0.37497524424014134,High transaction volume,Frequent cash withdrawals,High proportion of income spent on essentials,676
13657,13657,0.22237113335129738,Multiple active debt-related expense categories,High spending on essential services,High income volatility,713
13658,13658,0.12364412706339133,Frequent internal transfers between accounts,High credit card payment activity,Frequent transfers to external accounts,748
13659,13659,0.2395072807437712,Frequent internal transfers between accounts,Frequent automotive-related expenses,Frequent transfers to external accounts,708
13660,13660,0.4507897369192605,Multiple active debt-related expense categories,Recent overdraft activity,High income volatility,660
13661,13661,0.2814645433461741,High income volatility,Multiple active debt-related expense categories,Frequent internal transfers between accounts,697
13662,13662,0.3411015139464406,Low minimum monthly balance,Frequent internal transfers between accounts,Low average monthly balance,683
13663,13663,0.19856069468133491,Multiple active debt-related expense categories,Low annual income inflows,High income volatility,720
13664,13664,0.38887827484366705,Frequent internal transfers between accounts,Limited savings account activity,Frequent automotive-related expenses,673
13665,13665,0.580757362940668,High transaction volume,Limited savings account activity,Frequent internal transfers between accounts,634
13666,13666,0.17977151735334743,High proportion of income spent on essentials,Low net monthly cash flow,Frequent cash withdrawals,726
13667,13667,0.36309114023910183,Recent overdraft activity,Frequent internal transfers between accounts,High income volatility,678
13668,13668,0.05421591895795166,High income volatility,High debit transaction activity,Low annual income inflows,793
13669,13669,0.16649229909083343,High proportion of income spent on essentials,Limited savings account activity,Frequent internal transfers between accounts,731
13670,13670,0.1328690616044494,Frequent internal transfers between accounts,High income volatility,High credit card payment activity,744
13671,13671,0.34367468115562944,High transaction volume,Frequent internal transfers between accounts,High discretionary entertainment spending,682
13672,13672,0.2971191906347422,High debit transaction activity,Limited savings account activity,Frequent automotive-related expenses,693
13673,13673,0.07594883014842095,High proportion of income spent on essentials,High spending on essential services,Irregular paycheck deposits,775
13674,13674,0.4253094924247169,Multiple active debt-related expense categories,High spending on essential services,Frequent cash withdrawals,665
13675,13675,0.3016749482967125,Low minimum monthly balance,Limited savings account activity,Frequent internal transfers between accounts,692
13676,13676,0.4557006661061818,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Recent overdraft activity,659
13677,13677,0.35044251878510124,Frequent cash withdrawals,High income volatility,High proportion of income spent on essentials,681
13678,13678,0.44895877704758214,Multiple active debt-related expense categories,High income volatility,Frequent internal transfers between accounts,660
13679,13679,0.1626571041021538,High spending on essential services,High income volatility,Low or inconsistent investment income,732
13680,13680,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
13681,13681,0.3082525182558718,Multiple active debt-related expense categories,High income volatility,Frequent cash withdrawals,690
13682,13682,0.3896093193261766,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Low net monthly cash flow,672
13683,13683,0.43310558422341816,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,663
13684,13684,0.36937426809088747,Frequent internal transfers between accounts,Limited savings account activity,Frequent cash withdrawals,677
13685,13685,0.19250726798454867,High proportion of income spent on essentials,Low annual income inflows,Limited savings account activity,722
13686,13686,0.6711079464341859,Multiple active debt-related expense categories,Recent overdraft activity,Frequent overdrafts,614
13687,13687,0.2405840838732787,High spending on essential services,Gambling-related spending,High income volatility,707
13688,13688,0.6744987774087912,Frequent overdrafts,Multiple active debt-related expense categories,Recent overdraft activity,614
13689,13689,0.4281542094646824,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,664
13690,13690,0.06865291337825834,Low net monthly cash flow,Frequent transfers to external accounts,Frequent automotive-related expenses,780
13691,13691,0.2665177558907606,Frequent internal transfers between accounts,Frequent transfers to external accounts,Low net monthly cash flow,701
13692,13692,0.2323278760668625,High spending on essential services,High income volatility,Recent overdraft activity,710
13693,13693,0.11350776512308136,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,753
13694,13694,0.16991035192925957,High income volatility,High food and beverage spending,Recent overdraft activity,729
13695,13695,0.2868257159199695,Recent overdraft activity,High proportion of income spent on essentials,Limited savings account activity,696
13696,13696,0.22730349978487566,Frequent internal transfers between accounts,High proportion of income spent on essentials,Low net monthly cash flow,711
13697,13697,0.5735696063600202,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,635
13698,13698,0.4213477248545648,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,666
13699,13699,0.23674645195188412,Low minimum monthly balance,Recent overdraft activity,High proportion of income spent on essentials,709
13700,13700,0.5816222252249239,Frequent overdrafts,Multiple active debt-related expense categories,Recent overdraft activity,634
13701,13701,0.35680539286748253,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,679
13702,13702,0.5879041630426468,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,632
13703,13703,0.40981781176951787,Multiple active debt-related expense categories,Frequent cash withdrawals,Low annual income inflows,668
13704,13704,0.29996909746892636,Recent overdraft activity,Frequent internal transfers between accounts,High discretionary entertainment spending,692
13705,13705,0.18522619166683232,Frequent internal transfers between accounts,Frequent transfers to external accounts,High discretionary entertainment spending,724
13706,13706,0.5837944593718293,Frequent overdrafts,Multiple active debt-related expense categories,Recent overdraft activity,633
13707,13707,0.24593086428842834,Frequent cash withdrawals,High income volatility,Frequent automotive-related expenses,706
13708,13708,0.05256889632614745,High income volatility,Frequent cash withdrawals,Irregular paycheck deposits,795
13709,13709,0.35581158898021775,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Low net monthly cash flow,680
13710,13710,0.444422307260638,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,661
13711,13711,0.3896093193261766,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Low net monthly cash flow,672
13712,13712,0.461802604522935,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,658
13713,13713,0.23850011638231494,Recent overdraft activity,Low net monthly cash flow,Frequent cash withdrawals,708
13714,13714,0.16477314222296993,Low minimum monthly balance,Frequent internal transfers between accounts,Low average monthly balance,731
13715,13715,0.24082530489747636,High income volatility,Limited savings account activity,Frequent cash withdrawals,707
13716,13716,0.23083372867962515,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,710
13717,13717,0.11301845962660642,Frequent internal transfers between accounts,High proportion of income spent on essentials,Frequent cash withdrawals,753
13718,13718,0.6235306340119395,Low minimum monthly balance,Low average monthly balance,Frequent overdrafts,625
13719,13719,0.2720159785039194,Frequent internal transfers between accounts,High proportion of income spent on essentials,Low net monthly cash flow,699
13720,13720,0.6226377034763106,Low minimum monthly balance,Frequent internal transfers between accounts,Recent overdraft activity,625
13721,13721,0.23031100194380155,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,710
13722,13722,0.5858457996666475,Multiple active debt-related expense categories,Frequent overdrafts,Recent overdraft activity,633
13723,13723,0.3735464896519869,Low minimum monthly balance,Multiple active debt-related expense categories,Frequent internal transfers between accounts,676
13724,13724,0.13684210527729637,Frequent internal transfers between accounts,High proportion of income spent on essentials,High food and beverage spending,742
13725,13725,0.27776319734539945,Frequent internal transfers between accounts,High income volatility,Frequent cash withdrawals,698
13726,13726,0.25711953671301885,Frequent overdrafts,Multiple active debt-related expense categories,High income volatility,703
13727,13727,0.3827860828267345,Frequent internal transfers between accounts,Recent overdraft activity,High income volatility,674
13728,13728,0.48151874191548405,Frequent overdrafts,Multiple active debt-related expense categories,Frequent internal transfers between accounts,654
13729,13729,0.468324795158036,Multiple active debt-related expense categories,Recent overdraft activity,Frequent cash withdrawals,656
13730,13730,0.3012311933183643,Low minimum monthly balance,High proportion of income spent on essentials,Limited savings account activity,692
13731,13731,0.34515042733883344,Multiple active debt-related expense categories,Recent overdraft activity,High income volatility,682
13732,13732,0.510185256434792,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent cash withdrawals,648
13733,13733,0.16243514914356164,High proportion of income spent on essentials,Low net monthly cash flow,High miscellaneous spending,732
13734,13734,0.2735745191939531,Frequent internal transfers between accounts,High proportion of income spent on essentials,High discretionary entertainment spending,699
13735,13735,0.18965392968146616,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,723
13736,13736,0.47810527756086635,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,654
13737,13737,0.16021683597167452,Frequent internal transfers between accounts,High income volatility,High spending related to debt obligations,733
13738,13738,0.24174292871878206,Multiple active debt-related expense categories,Recent overdraft activity,High income volatility,707
13739,13739,0.10880303328116818,High proportion of income spent on essentials,Frequent internal transfers between accounts,Limited savings account activity,755
13740,13740,0.42499772112832723,High spending on essential services,Frequent cash withdrawals,High income volatility,665
13741,13741,0.17952120629504276,Frequent internal transfers between accounts,High income volatility,High credit card payment activity,726
13742,13742,0.24022531358744206,Frequent internal transfers between accounts,High income volatility,Frequent transfers to external accounts,708
13743,13743,0.2913297173182291,High transaction volume,Frequent internal transfers between accounts,Limited savings account activity,694
13744,13744,0.3658203243460723,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,678
13745,13745,0.13220364435223636,High income volatility,High proportion of income spent on essentials,Low annual income inflows,744
13746,13746,0.41333867605887753,Frequent internal transfers between accounts,High income volatility,Frequent transfers to external accounts,668
13747,13747,0.3404691574768396,Frequent internal transfers between accounts,Limited savings account activity,Frequent transfers to external accounts,683
13748,13748,0.32359243604118193,Frequent internal transfers between accounts,Limited savings account activity,Frequent automotive-related expenses,687
13749,13749,0.24666574676334171,High volatility in essential spending,Frequent internal transfers between accounts,High proportion of income spent on essentials,706
13750,13750,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
13751,13751,0.04364287133733233,High spending on essential services,Frequent overdrafts,Frequent cash withdrawals,804
13752,13752,0.4180337795088296,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,667
13753,13753,0.1312247320289102,Frequent overdrafts,Recent overdraft activity,Frequent cash withdrawals,745
13754,13754,0.44687691663434836,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent automotive-related expenses,661
13755,13755,0.15029384799188375,Frequent cash withdrawals,Frequent automotive-related expenses,Low average monthly balance,737
13756,13756,0.22099600069920675,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,713
13757,13757,0.24104015913761254,Low minimum monthly balance,High proportion of income spent on essentials,Limited savings account activity,707
13758,13758,0.254765804802032,Frequent overdrafts,High income volatility,Recent overdraft activity,704
13759,13759,0.5188992318356435,Frequent overdrafts,Recent overdraft activity,Frequent internal transfers between accounts,646
13760,13760,0.2710556575696181,Frequent internal transfers between accounts,Frequent transfers to external accounts,High discretionary entertainment spending,699
13761,13761,0.2465404381015129,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent automotive-related expenses,706
13762,13762,0.1432822373338777,Frequent internal transfers between accounts,High discretionary entertainment spending,Low net monthly cash flow,739
13763,13763,0.5429743861975649,Multiple active debt-related expense categories,Recent overdraft activity,High income volatility,641
13764,13764,0.05381017088567843,High income volatility,Limited savings account activity,High debit transaction activity,793
13765,13765,0.16986531035580452,High volatility in essential spending,High proportion of income spent on essentials,High food and beverage spending,729
13766,13766,0.08532071324099505,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High credit card payment activity,769
13767,13767,0.4218647078159509,Low minimum monthly balance,Low average monthly balance,Highly variable monthly net cash flow,666
13768,13768,0.5165935880685527,High transaction volume,Frequent internal transfers between accounts,Frequent transfers to external accounts,647
13769,13769,0.43127243641706037,High income volatility,Low annual income inflows,High proportion of income spent on essentials,664
13770,13770,0.585238522928725,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent overdrafts,633
13771,13771,0.263526180494955,Multiple active debt-related expense categories,High credit card payment activity,Limited savings account activity,701
13772,13772,0.5788940050263507,Frequent overdrafts,Multiple active debt-related expense categories,Recent overdraft activity,634
13773,13773,0.2925462831705093,Frequent internal transfers between accounts,High spending related to debt obligations,Low net monthly cash flow,694
13774,13774,0.6251552254434147,High transaction volume,High income volatility,High proportion of income spent on essentials,624
13775,13775,0.3840865214242156,Recent overdraft activity,Frequent internal transfers between accounts,Frequent transfers to external accounts,674
13776,13776,0.5057774708084367,High transaction volume,Frequent internal transfers between accounts,High discretionary entertainment spending,649
13777,13777,0.09217011411671638,High income volatility,High debit transaction activity,Frequent automotive-related expenses,764
13778,13778,0.1557394819395686,Multiple active debt-related expense categories,High income volatility,Frequent automotive-related expenses,735
13779,13779,0.1461441193421526,Frequent automotive-related expenses,High miscellaneous spending,Frequent transfers to external accounts,738
13780,13780,0.3671678800495331,High income volatility,Frequent internal transfers between accounts,Low or inconsistent investment income,677
13781,13781,0.22963642932564435,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,711
13782,13782,0.31030612535453217,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,690
13783,13783,0.2335763881503953,Frequent overdrafts,Recent overdraft activity,Frequent internal transfers between accounts,709
13784,13784,0.3835347136344867,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,674
13785,13785,0.5311075704725114,High transaction volume,Frequent cash withdrawals,High income volatility,644
13786,13786,0.23622447683224532,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
13787,13787,0.5157978142807665,Low minimum monthly balance,Multiple active debt-related expense categories,Frequent internal transfers between accounts,647
13788,13788,0.19450674316139938,High spending on essential services,Multiple active debt-related expense categories,High income volatility,721
13789,13789,0.5371479317967429,High transaction volume,Frequent internal transfers between accounts,High discretionary entertainment spending,643
13790,13790,0.3657276067086934,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,678
13791,13791,0.15394345081433397,Recent overdraft activity,Limited savings account activity,Low net monthly cash flow,735
13792,13792,0.2647132355432927,Multiple active debt-related expense categories,High income volatility,Frequent cash withdrawals,701
13793,13793,0.4516418987745692,Frequent internal transfers between accounts,Low minimum monthly balance,High income volatility,660
13794,13794,0.17463518425964206,Frequent internal transfers between accounts,High credit card payment activity,High discretionary entertainment spending,728
13795,13795,0.11038109264343429,Low annual income inflows,High income volatility,Low or inconsistent investment income,754
13796,13796,0.1617171405130302,Frequent transfers to external accounts,High spending related to debt obligations,High income volatility,732
13797,13797,0.6156274486386643,Frequent overdrafts,Multiple active debt-related expense categories,Recent overdraft activity,626
13798,13798,0.46524799812505213,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,657
13799,13799,0.29696407141283027,High proportion of income spent on essentials,Frequent internal transfers between accounts,High income volatility,693
13800,13800,0.20922944245179448,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,716
13801,13801,0.7004215804582736,Low minimum monthly balance,Short observable income history,High income volatility,608
13802,13802,0.4804274203572746,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,654
13803,13803,0.2097069544713971,Limited savings account activity,Frequent internal transfers between accounts,Frequent automotive-related expenses,716
13804,13804,0.2940039494735728,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,694
13805,13805,0.5242677040804099,Multiple active debt-related expense categories,High income volatility,Recent overdraft activity,645
13806,13806,0.32001592070678064,Limited savings account activity,High income volatility,High proportion of income spent on essentials,688
13807,13807,0.253158667678161,Low average monthly balance,High income volatility,Frequent automotive-related expenses,704
13808,13808,0.5414124017125295,Low minimum monthly balance,Frequent internal transfers between accounts,Recent overdraft activity,642
13809,13809,0.36176946942227317,Low minimum monthly balance,Limited savings account activity,Low average monthly balance,678
13810,13810,0.1646542723254181,Frequent internal transfers between accounts,Frequent transfers to external accounts,Low net monthly cash flow,731
13811,13811,0.5188730240182325,Frequent overdrafts,Recent overdraft activity,Frequent internal transfers between accounts,646
13812,13812,0.22764170465022565,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,711
13813,13813,0.3188079789848927,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,688
13814,13814,0.12010407228828647,High income volatility,Frequent cash withdrawals,Low annual income inflows,750
13815,13815,0.35590315860940686,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High discretionary entertainment spending,680
13816,13816,0.4685635076498254,Multiple active debt-related expense categories,High income volatility,Frequent cash withdrawals,656
13817,13817,0.2545732270237555,Frequent internal transfers between accounts,High proportion of income spent on essentials,High discretionary entertainment spending,704
13818,13818,0.2670546301876124,Multiple active debt-related expense categories,Frequent cash withdrawals,High income volatility,700
13819,13819,0.30368803180353454,Low minimum monthly balance,Frequent internal transfers between accounts,Low average monthly balance,691
13820,13820,0.207865994397399,Low annual income inflows,High income volatility,Limited savings account activity,717
13821,13821,0.4206512804368482,Low minimum monthly balance,Frequent internal transfers between accounts,Limited savings account activity,666
13822,13822,0.24553840126995718,Frequent internal transfers between accounts,High spending related to debt obligations,Frequent transfers to external accounts,706
13823,13823,0.5376820062344765,Frequent overdrafts,Multiple active debt-related expense categories,Recent overdraft activity,642
13824,13824,0.44225720747477526,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,662
13825,13825,0.09907067274890936,Limited savings account activity,Frequent cash withdrawals,High miscellaneous spending,760
13826,13826,0.3425355949145076,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,683
13827,13827,0.12900219125330742,High income volatility,Frequent cash withdrawals,Low annual income inflows,745
13828,13828,0.3345547598096188,High proportion of income spent on essentials,High income volatility,Frequent internal transfers between accounts,684
13829,13829,0.3562753519540446,Frequent internal transfers between accounts,Recent overdraft activity,High income volatility,680
13830,13830,0.30867287730770415,Frequent internal transfers between accounts,Frequent transfers to external accounts,High spending related to debt obligations,690
13831,13831,0.40417564561268593,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,669
13832,13832,0.3302975393185395,Frequent internal transfers between accounts,Limited savings account activity,Frequent transfers to external accounts,685
13833,13833,0.20093209907906942,Frequent internal transfers between accounts,Frequent cash withdrawals,Limited savings account activity,719
13834,13834,0.14486101170977103,High spending on essential services,High income volatility,High food and beverage spending,739
13835,13835,0.2877813516581055,Frequent internal transfers between accounts,High discretionary entertainment spending,Low net monthly cash flow,695
13836,13836,0.3621202087161218,Multiple active debt-related expense categories,Short observable income history,High credit card payment activity,678
13837,13837,0.2631829274725924,Frequent overdrafts,Recent overdraft activity,Frequent internal transfers between accounts,701
13838,13838,0.11517636769315262,High income volatility,High debit transaction activity,Frequent automotive-related expenses,752
13839,13839,0.2649956200022161,Frequent internal transfers between accounts,Frequent transfers to external accounts,Frequent automotive-related expenses,701
13840,13840,0.3563428702490289,Recent overdraft activity,Frequent internal transfers between accounts,Frequent transfers to external accounts,680
13841,13841,0.3025838159503642,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,692
13842,13842,0.27579282333243077,Frequent internal transfers between accounts,High income volatility,High spending related to debt obligations,698
13843,13843,0.2798553451606937,Frequent internal transfers between accounts,High proportion of income spent on essentials,High discretionary entertainment spending,697
13844,13844,0.1698722348992886,Low net monthly cash flow,Frequent internal transfers between accounts,Frequent cash withdrawals,729
13845,13845,0.23064986037916782,Frequent internal transfers between accounts,High spending related to debt obligations,High debit transaction activity,710
13846,13846,0.6768667637989062,Gambling-related spending,High proportion of income spent on essentials,High income volatility,613
13847,13847,0.0880858454314782,Frequent internal transfers between accounts,Frequent dining-related spending,Frequent cash withdrawals,767
13848,13848,0.4408242052977802,Low minimum monthly balance,Frequent internal transfers between accounts,Highly variable monthly net cash flow,662
13849,13849,0.25846668223856556,Multiple active debt-related expense categories,High debit transaction activity,High miscellaneous spending,703
13850,13850,0.37666653435241737,Multiple active debt-related expense categories,High income volatility,Limited savings account activity,675
13851,13851,0.5435546594789007,High spending on essential services,Multiple active debt-related expense categories,High income volatility,641
13852,13852,0.2026583175041573,Multiple active debt-related expense categories,High income volatility,Frequent overdrafts,718
13853,13853,0.15896575784083233,Recent overdraft activity,Limited savings account activity,High miscellaneous spending,733
13854,13854,0.2085174616544834,High debit transaction activity,High income volatility,Frequent cash withdrawals,717
13855,13855,0.3016146606474375,Recent overdraft activity,Frequent internal transfers between accounts,Low net monthly cash flow,692
13856,13856,0.406095345308255,Low minimum monthly balance,Multiple active debt-related expense categories,Frequent internal transfers between accounts,669
13857,13857,0.10542656298787403,Limited savings account activity,Frequent internal transfers between accounts,Frequent automotive-related expenses,757
13858,13858,0.3796418273696995,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,675
13859,13859,0.11248946321671555,Limited savings account activity,Frequent cash withdrawals,Frequent internal transfers between accounts,753
13860,13860,0.35660809095201756,Multiple active debt-related expense categories,High spending on essential services,Frequent internal transfers between accounts,680
13861,13861,0.4364946055582779,Multiple active debt-related expense categories,Frequent overdrafts,Frequent internal transfers between accounts,663
13862,13862,0.3025838159503642,Frequent internal transfers between accounts,Frequent transfers to external accounts,Low net monthly cash flow,692
13863,13863,0.34503212251197696,Frequent internal transfers between accounts,Frequent cash withdrawals,High credit card payment activity,682
13864,13864,0.37353348933285196,High spending on essential services,Multiple active debt-related expense categories,High credit card payment activity,676
13865,13865,0.2945205143497779,Frequent internal transfers between accounts,Limited savings account activity,High miscellaneous spending,694
13866,13866,0.17496495192653036,Recent overdraft activity,High income volatility,Low annual income inflows,728
13867,13867,0.2102260040635647,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,716
13868,13868,0.0843241595660881,Low annual income inflows,Low net monthly cash flow,Limited savings account activity,769
13869,13869,0.3771292455331275,Frequent internal transfers between accounts,Low average monthly balance,Limited savings account activity,675
13870,13870,0.20024181310354097,Frequent automotive-related expenses,Low net monthly cash flow,High proportion of income spent on essentials,719
13871,13871,0.4966128726525585,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,651
13872,13872,0.2106883798469739,Frequent internal transfers between accounts,High discretionary entertainment spending,Low net monthly cash flow,716
13873,13873,0.2050193304458791,Frequent automotive-related expenses,Low net monthly cash flow,Frequent transfers to external accounts,718
13874,13874,0.0775549690009527,Frequent cash withdrawals,Recent overdraft activity,Frequent automotive-related expenses,774
13875,13875,0.24612994311748798,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,706
13876,13876,0.19525841172860142,Frequent internal transfers between accounts,High proportion of income spent on essentials,High discretionary entertainment spending,721
13877,13877,0.4457798919213189,Low minimum monthly balance,Multiple active debt-related expense categories,Low average monthly balance,661
13878,13878,0.3056869182082102,Frequent internal transfers between accounts,High proportion of income spent on essentials,Low net monthly cash flow,691
13879,13879,0.130232369077884,Frequent internal transfers between accounts,High income volatility,High proportion of income spent on essentials,745
13880,13880,0.320050551641041,Recent overdraft activity,High income volatility,Multiple active debt-related expense categories,688
13881,13881,0.4565180986932738,Frequent overdrafts,Recent overdraft activity,Frequent internal transfers between accounts,659
13882,13882,0.4410183676975254,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent cash withdrawals,662
13883,13883,0.31377995284523863,Frequent internal transfers between accounts,High income volatility,Frequent cash withdrawals,689
13884,13884,0.08069525962631359,Low or inconsistent investment income,High debit transaction activity,Limited savings account activity,772
13885,13885,0.4585959137934703,High income volatility,Multiple active debt-related expense categories,Frequent gifts or donation spending,658
13886,13886,0.4620430145401919,Multiple active debt-related expense categories,Recent overdraft activity,Frequent internal transfers between accounts,658
13887,13887,0.09224249743992116,High discretionary entertainment spending,Frequent transfers to external accounts,Low or inconsistent investment income,764
13888,13888,0.233974134069097,Frequent internal transfers between accounts,Frequent transfers to external accounts,High spending related to debt obligations,709
13889,13889,0.1505073973039909,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,737
13890,13890,0.4250296154467394,Gambling-related spending,Multiple active debt-related expense categories,High income volatility,665
13891,13891,0.09498477163900776,Frequent cash withdrawals,Low net monthly cash flow,Irregular paycheck deposits,763
